FULL_NAME,DRAFT_YEAR,RET_YEAR,SP,OLDHEAD,MIDDLE,MODERN,GP,PTS,REB,AST,STL,BLK,PPG,RPG,APG,SPG,BPG,FG_PCT,FG3_PCT,FT_PCT,RINGS,FMVP,MVP,ALL_NBA,ALL_STAR,ALL_DEF,ROTY,DPOY,HOF
Vlatko Cancar,2019.0,2022.0,4.0,0.0,0.0,1.0,130.0,461.0,219.0,114.0,36.0,20.0,3.5,1.7,0.9,0.3,0.2,0.479,0.361,0.847,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day'Ron Sharpe,2021.0,2023.0,3.0,0.0,0.0,1.0,141.0,840.0,749.0,139.0,49.0,91.0,6.0,5.3,1.0,0.3,0.6,0.565,0.364,0.612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bojan Bogdanovic,2014.0,2023.0,10.0,0.0,0.0,1.0,719.0,11184.0,2559.0,1194.0,398.0,55.0,15.6,3.6,1.7,0.6,0.1,0.46,0.394,0.859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Bouknight,2021.0,2023.0,3.0,0.0,0.0,1.0,79.0,383.0,133.0,73.0,22.0,7.0,4.8,1.7,0.9,0.3,0.1,0.363,0.335,0.762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Markieff Morris,2011.0,2023.0,13.0,0.0,0.0,1.0,776.0,8020.0,3824.0,1200.0,592.0,377.0,10.3,4.9,1.5,0.8,0.5,0.445,0.343,0.778,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robin Lopez,2008.0,2023.0,16.0,0.0,0.0,1.0,992.0,8326.0,4660.0,819.0,219.0,1045.0,8.4,4.7,0.8,0.2,1.1,0.537,0.297,0.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dexter Dennis,2023.0,2023.0,1.0,0.0,0.0,1.0,4.0,22.0,9.0,4.0,0.0,1.0,5.5,2.2,1.0,0.0,0.2,0.526,0.125,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ron Harper Jr.,2022.0,2023.0,2.0,0.0,0.0,1.0,10.0,20.0,7.0,5.0,0.0,1.0,2.0,0.7,0.5,0.0,0.1,0.5,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Kuzma,2017.0,2023.0,7.0,0.0,0.0,1.0,476.0,8246.0,3043.0,1294.0,268.0,262.0,17.3,6.4,2.7,0.6,0.6,0.451,0.337,0.733,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Bryant,2017.0,2023.0,7.0,0.0,0.0,1.0,267.0,2529.0,1451.0,273.0,87.0,193.0,9.5,5.4,1.0,0.3,0.7,0.596,0.355,0.768,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Clarkson,2014.0,2023.0,10.0,0.0,0.0,1.0,716.0,11429.0,2405.0,2073.0,583.0,107.0,16.0,3.4,2.9,0.8,0.1,0.438,0.335,0.832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miles Bridges,2018.0,2023.0,6.0,0.0,0.0,1.0,360.0,5342.0,2146.0,887.0,278.0,249.0,14.8,6.0,2.5,0.8,0.7,0.47,0.347,0.813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caleb Martin,2019.0,2023.0,5.0,0.0,0.0,1.0,266.0,2249.0,1034.0,414.0,225.0,109.0,8.5,3.9,1.6,0.8,0.4,0.45,0.357,0.762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trent Forrest,2020.0,2023.0,4.0,0.0,0.0,1.0,151.0,418.0,231.0,281.0,57.0,15.0,2.8,1.5,1.9,0.4,0.1,0.444,0.185,0.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scottie Barnes,2021.0,2023.0,3.0,0.0,0.0,1.0,211.0,3504.0,1563.0,990.0,238.0,204.0,16.6,7.4,4.7,1.1,1.0,0.474,0.311,0.764,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Ayo Dosunmu,2021.0,2023.0,3.0,0.0,0.0,1.0,233.0,2290.0,650.0,704.0,190.0,91.0,9.8,2.8,3.0,0.8,0.4,0.504,0.37,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jarace Walker,2023.0,2023.0,1.0,0.0,0.0,1.0,33.0,120.0,63.0,40.0,15.0,11.0,3.6,1.9,1.2,0.5,0.3,0.409,0.4,0.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Precious Achiuwa,2020.0,2023.0,4.0,0.0,0.0,1.0,263.0,2041.0,1496.0,258.0,134.0,167.0,7.8,5.7,1.0,0.5,0.6,0.481,0.307,0.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jrue Holiday,2009.0,2023.0,15.0,0.0,0.0,1.0,975.0,15736.0,4075.0,6201.0,1407.0,508.0,16.1,4.2,6.4,1.4,0.5,0.463,0.371,0.784,2.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0
Kevin Love,2008.0,2023.0,16.0,0.0,0.0,1.0,929.0,15299.0,9403.0,2150.0,562.0,364.0,16.5,10.1,2.3,0.6,0.4,0.439,0.369,0.829,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0
Gary Payton II,2016.0,2023.0,8.0,0.0,0.0,1.0,208.0,1081.0,578.0,229.0,209.0,61.0,5.2,2.8,1.1,1.0,0.3,0.551,0.345,0.596,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Doug McDermott,2014.0,2023.0,10.0,0.0,0.0,1.0,655.0,5851.0,1433.0,657.0,142.0,61.0,8.9,2.2,1.0,0.2,0.1,0.471,0.41,0.806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.J. Warren,2014.0,2023.0,10.0,0.0,0.0,1.0,385.0,5497.0,1515.0,446.0,353.0,181.0,14.3,3.9,1.2,0.9,0.5,0.505,0.351,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bennedict Mathurin,2022.0,2023.0,2.0,0.0,0.0,1.0,137.0,2158.0,552.0,235.0,83.0,27.0,15.8,4.0,1.7,0.6,0.2,0.439,0.344,0.826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malcolm Cazalon,2023.0,2023.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charles Bassey,2021.0,2023.0,3.0,0.0,0.0,1.0,77.0,331.0,331.0,76.0,29.0,67.0,4.3,4.3,1.0,0.4,0.9,0.658,0.231,0.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kris Dunn,2016.0,2023.0,8.0,0.0,0.0,1.0,333.0,2642.0,1104.0,1407.0,469.0,144.0,7.9,3.3,4.2,1.4,0.4,0.437,0.323,0.739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dean Wade,2019.0,2023.0,5.0,0.0,0.0,1.0,224.0,1162.0,752.0,208.0,134.0,78.0,5.2,3.4,0.9,0.6,0.3,0.433,0.371,0.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Collins,2017.0,2023.0,7.0,0.0,0.0,1.0,432.0,6795.0,3478.0,617.0,249.0,438.0,15.7,8.1,1.4,0.6,1.0,0.548,0.358,0.785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bam Adebayo,2017.0,2023.0,7.0,0.0,0.0,1.0,489.0,7513.0,4275.0,1707.0,509.0,436.0,15.4,8.7,3.5,1.0,0.9,0.547,0.221,0.755,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0
Pat Spencer,2023.0,2023.0,1.0,0.0,0.0,1.0,6.0,4.0,4.0,5.0,0.0,0.0,0.7,0.7,0.8,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jules Bernard,2023.0,2023.0,1.0,0.0,0.0,1.0,19.0,74.0,26.0,16.0,3.0,1.0,3.9,1.4,0.8,0.2,0.1,0.453,0.379,0.556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otto Porter Jr.,2013.0,2023.0,11.0,0.0,0.0,1.0,527.0,5419.0,2599.0,783.0,586.0,221.0,10.3,4.9,1.5,1.1,0.4,0.477,0.397,0.797,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaiah Hartenstein,2018.0,2023.0,6.0,0.0,0.0,1.0,322.0,1947.0,1812.0,538.0,225.0,289.0,6.0,5.6,1.7,0.7,0.9,0.596,0.31,0.689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ausar Thompson,2023.0,2023.0,1.0,0.0,0.0,1.0,63.0,556.0,402.0,120.0,68.0,59.0,8.8,6.4,1.9,1.1,0.9,0.483,0.186,0.597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javonte Green,2019.0,2023.0,5.0,0.0,0.0,1.0,195.0,1052.0,595.0,131.0,153.0,75.0,5.4,3.1,0.7,0.8,0.4,0.541,0.345,0.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Brown III,2021.0,2023.0,3.0,0.0,0.0,1.0,70.0,268.0,163.0,42.0,30.0,33.0,3.8,2.3,0.6,0.4,0.5,0.424,0.296,0.616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Simmons,2017.0,2023.0,7.0,0.0,0.0,1.0,332.0,4765.0,2599.0,2469.0,530.0,232.0,14.4,7.8,7.4,1.6,0.7,0.56,0.139,0.589,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0
Jalen Pickett,2023.0,2023.0,1.0,0.0,0.0,1.0,27.0,42.0,14.0,21.0,4.0,0.0,1.6,0.5,0.8,0.1,0.0,0.429,0.36,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Sasser,2023.0,2023.0,1.0,0.0,0.0,1.0,71.0,586.0,125.0,236.0,44.0,12.0,8.3,1.8,3.3,0.6,0.2,0.428,0.375,0.879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Boston Jr.,2021.0,2023.0,3.0,0.0,0.0,1.0,105.0,653.0,193.0,84.0,46.0,21.0,6.2,1.8,0.8,0.4,0.2,0.396,0.312,0.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Hardaway Jr.,2013.0,2023.0,11.0,0.0,0.0,1.0,736.0,10307.0,2155.0,1363.0,457.0,101.0,14.0,2.9,1.9,0.6,0.1,0.418,0.36,0.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeAndre Jordan,2008.0,2023.0,16.0,0.0,0.0,1.0,1055.0,9274.0,10501.0,992.0,555.0,1540.0,8.8,10.0,0.9,0.5,1.5,0.674,0.154,0.475,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0
Bogdan Bogdanovic,2017.0,2023.0,7.0,0.0,0.0,1.0,449.0,6590.0,1520.0,1470.0,464.0,117.0,14.7,3.4,3.3,1.0,0.3,0.438,0.384,0.843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zion Williamson,2019.0,2023.0,5.0,0.0,0.0,1.0,184.0,4542.0,1199.0,761.0,182.0,111.0,24.7,6.5,4.1,1.0,0.6,0.592,0.341,0.695,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Cam Whitmore,2023.0,2023.0,1.0,0.0,0.0,1.0,47.0,579.0,180.0,33.0,30.0,17.0,12.3,3.8,0.7,0.6,0.4,0.454,0.359,0.679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Smith Jr.,2017.0,2023.0,7.0,0.0,0.0,1.0,326.0,3160.0,967.0,1381.0,377.0,109.0,9.7,3.0,4.2,1.2,0.3,0.407,0.298,0.674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kentavious Caldwell-Pope,2013.0,2023.0,11.0,0.0,0.0,1.0,835.0,9499.0,2539.0,1516.0,958.0,231.0,11.4,3.0,1.8,1.1,0.3,0.427,0.369,0.819,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RaiQuan Gray,2022.0,2023.0,2.0,0.0,0.0,1.0,4.0,39.0,16.0,13.0,1.0,2.0,9.8,4.0,3.2,0.2,0.5,0.552,0.417,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyus Jones,2015.0,2023.0,9.0,0.0,0.0,1.0,601.0,4420.0,1178.0,2593.0,598.0,57.0,7.4,2.0,4.3,1.0,0.1,0.445,0.367,0.813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GG Jackson,2023.0,2023.0,1.0,0.0,0.0,1.0,48.0,699.0,196.0,59.0,28.0,24.0,14.6,4.1,1.2,0.6,0.5,0.428,0.357,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cole Swider,2022.0,2023.0,2.0,0.0,0.0,1.0,25.0,51.0,14.0,9.0,1.0,1.0,2.0,0.6,0.4,0.0,0.0,0.383,0.342,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sandro Mamukelashvili,2021.0,2023.0,3.0,0.0,0.0,1.0,130.0,607.0,414.0,133.0,30.0,33.0,4.7,3.2,1.0,0.2,0.3,0.454,0.33,0.726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dereck Lively II,2023.0,2023.0,1.0,0.0,0.0,1.0,55.0,483.0,378.0,60.0,36.0,77.0,8.8,6.9,1.1,0.7,1.4,0.747,0.0,0.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor Wembanyama,2023.0,2023.0,1.0,0.0,0.0,1.0,71.0,1522.0,755.0,274.0,88.0,254.0,21.4,10.6,3.9,1.2,3.6,0.465,0.325,0.796,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Marcus Smart,2014.0,2023.0,10.0,0.0,0.0,1.0,601.0,6430.0,2110.0,2786.0,955.0,219.0,10.7,3.5,4.6,1.6,0.4,0.388,0.323,0.776,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
Duane Washington Jr.,2021.0,2022.0,2.0,0.0,0.0,1.0,79.0,717.0,119.0,148.0,32.0,7.0,9.1,1.5,1.9,0.4,0.1,0.391,0.371,0.729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabe Vincent,2019.0,2023.0,5.0,0.0,0.0,1.0,206.0,1530.0,341.0,471.0,159.0,19.0,7.4,1.7,2.3,0.8,0.1,0.395,0.332,0.847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shai Gilgeous-Alexander,2018.0,2023.0,6.0,0.0,0.0,1.0,386.0,8810.0,1832.0,1876.0,535.0,293.0,22.8,4.7,4.9,1.4,0.8,0.496,0.349,0.852,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Jordan Poole,2019.0,2023.0,5.0,0.0,0.0,1.0,344.0,5551.0,907.0,1249.0,270.0,88.0,16.1,2.6,3.6,0.8,0.3,0.419,0.336,0.878,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chuma Okeke,2020.0,2023.0,4.0,0.0,0.0,1.0,189.0,1189.0,704.0,276.0,173.0,82.0,6.3,3.7,1.5,0.9,0.4,0.383,0.318,0.789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen McDaniels,2019.0,2023.0,5.0,0.0,0.0,1.0,248.0,1699.0,829.0,291.0,164.0,84.0,6.9,3.3,1.2,0.7,0.3,0.449,0.322,0.777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lindy Waters III,2021.0,2023.0,3.0,0.0,0.0,1.0,104.0,550.0,188.0,76.0,38.0,26.0,5.3,1.8,0.7,0.4,0.2,0.416,0.377,0.815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Zeller,2013.0,2023.0,11.0,0.0,0.0,1.0,552.0,4376.0,3125.0,740.0,332.0,330.0,7.9,5.7,1.3,0.6,0.6,0.52,0.22,0.727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Miller,2023.0,2023.0,1.0,0.0,0.0,1.0,8.0,13.0,5.0,0.0,0.0,0.0,1.6,0.6,0.0,0.0,0.0,0.556,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Hawkins,2023.0,2023.0,1.0,0.0,0.0,1.0,67.0,524.0,148.0,70.0,19.0,7.0,7.8,2.2,1.0,0.3,0.1,0.382,0.366,0.838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Flagler,2023.0,2023.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,4.0,0.0,0.0,1.5,0.0,2.0,0.0,0.0,0.143,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Wilson,2023.0,2023.0,1.0,0.0,0.0,1.0,43.0,214.0,131.0,45.0,11.0,4.0,5.0,3.0,1.0,0.3,0.1,0.425,0.324,0.826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat Connaughton,2015.0,2023.0,9.0,0.0,0.0,1.0,554.0,3363.0,1914.0,759.0,274.0,148.0,6.1,3.5,1.4,0.5,0.3,0.436,0.358,0.773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Onuralp Bitim,2023.0,2023.0,1.0,0.0,0.0,1.0,23.0,80.0,32.0,13.0,3.0,2.0,3.5,1.4,0.6,0.1,0.1,0.381,0.273,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bilal Coulibaly,2023.0,2023.0,1.0,0.0,0.0,1.0,63.0,532.0,256.0,110.0,57.0,48.0,8.4,4.1,1.7,0.9,0.8,0.435,0.346,0.702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamaree Bouyea,2022.0,2023.0,2.0,0.0,0.0,1.0,14.0,36.0,25.0,15.0,5.0,2.0,2.6,1.8,1.1,0.4,0.1,0.381,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malik Beasley,2016.0,2023.0,8.0,0.0,0.0,1.0,496.0,5402.0,1398.0,650.0,314.0,62.0,10.9,2.8,1.3,0.6,0.1,0.425,0.385,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miles McBride,2021.0,2023.0,3.0,0.0,0.0,1.0,172.0,873.0,192.0,227.0,101.0,16.0,5.1,1.1,1.3,0.6,0.1,0.404,0.355,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Naji Marshall,2020.0,2023.0,4.0,0.0,0.0,1.0,230.0,1723.0,809.0,467.0,162.0,44.0,7.5,3.5,2.0,0.7,0.2,0.429,0.313,0.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vince Williams Jr.,2022.0,2023.0,2.0,0.0,0.0,1.0,67.0,551.0,305.0,179.0,53.0,36.0,8.2,4.6,2.7,0.8,0.5,0.432,0.35,0.803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Onyeka Okongwu,2020.0,2023.0,4.0,0.0,0.0,1.0,233.0,1972.0,1398.0,226.0,136.0,260.0,8.5,6.0,1.0,0.6,1.1,0.64,0.318,0.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LeBron James,2003.0,2023.0,21.0,0.0,0.0,1.0,1492.0,40474.0,11185.0,11009.0,2275.0,1111.0,27.1,7.5,7.4,1.5,0.7,0.506,0.348,0.736,4.0,4.0,4.0,20.0,20.0,6.0,1.0,0.0,0.0
Brandon Miller,2023.0,2023.0,1.0,0.0,0.0,1.0,74.0,1279.0,315.0,175.0,66.0,42.0,17.3,4.3,2.4,0.9,0.6,0.44,0.373,0.827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian Phillips,2023.0,2023.0,1.0,0.0,0.0,1.0,40.0,89.0,36.0,13.0,7.0,7.0,2.2,0.9,0.3,0.2,0.2,0.416,0.316,0.684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P.J. Tucker,2006.0,2023.0,18.0,0.0,0.0,1.0,883.0,5854.0,4770.0,1225.0,942.0,262.0,6.6,5.4,1.4,1.1,0.3,0.425,0.366,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrison Mathews,2019.0,2023.0,5.0,0.0,0.0,1.0,267.0,1684.0,466.0,163.0,138.0,45.0,6.3,1.7,0.6,0.5,0.2,0.407,0.381,0.842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolas Batum,2008.0,2023.0,16.0,0.0,0.0,1.0,1053.0,10947.0,5254.0,3464.0,976.0,661.0,10.4,5.0,3.3,0.9,0.6,0.437,0.366,0.832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trayce Jackson-Davis,2023.0,2023.0,1.0,0.0,0.0,1.0,68.0,540.0,341.0,82.0,29.0,76.0,7.9,5.0,1.2,0.4,1.1,0.702,0.0,0.561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D'Moi Hodge,2023.0,2023.0,1.0,0.0,0.0,1.0,7.0,14.0,0.0,5.0,1.0,1.0,2.0,0.0,0.7,0.1,0.1,0.333,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ousmane Dieng,2022.0,2023.0,2.0,0.0,0.0,1.0,72.0,326.0,156.0,83.0,22.0,12.0,4.5,2.2,1.2,0.3,0.2,0.421,0.28,0.744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sasha Vezenkov,2023.0,2023.0,1.0,0.0,0.0,1.0,42.0,225.0,96.0,19.0,20.0,7.0,5.4,2.3,0.5,0.5,0.2,0.44,0.375,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Funk,2023.0,2023.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared Rhoden,2022.0,2023.0,2.0,0.0,0.0,1.0,31.0,128.0,70.0,18.0,7.0,14.0,4.1,2.3,0.6,0.2,0.5,0.455,0.333,0.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaren Jackson Jr.,2018.0,2023.0,6.0,0.0,0.0,1.0,333.0,5877.0,1841.0,454.0,322.0,664.0,17.6,5.5,1.4,1.0,2.0,0.46,0.345,0.795,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0
Brice Sensabaugh,2023.0,2023.0,1.0,0.0,0.0,1.0,32.0,241.0,102.0,55.0,13.0,6.0,7.5,3.2,1.7,0.4,0.2,0.39,0.296,0.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Bertans,2016.0,2023.0,8.0,0.0,0.0,1.0,475.0,3661.0,1159.0,448.0,205.0,167.0,7.7,2.4,0.9,0.4,0.4,0.422,0.396,0.863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Reaves,2021.0,2023.0,3.0,0.0,0.0,1.0,207.0,2577.0,738.0,775.0,128.0,64.0,12.4,3.6,3.7,0.6,0.3,0.493,0.365,0.855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russell Westbrook,2008.0,2023.0,16.0,0.0,0.0,1.0,1162.0,25211.0,8307.0,9468.0,1849.0,369.0,21.7,7.1,8.1,1.6,0.3,0.438,0.304,0.776,0.0,0.0,1.0,9.0,9.0,0.0,0.0,0.0,0.0
Jae'Sean Tate,2020.0,2023.0,4.0,0.0,0.0,1.0,244.0,2261.0,1109.0,548.0,220.0,99.0,9.3,4.5,2.2,0.9,0.4,0.495,0.306,0.702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Champagnie,2021.0,2023.0,3.0,0.0,0.0,1.0,56.0,181.0,133.0,34.0,19.0,13.0,3.2,2.4,0.6,0.3,0.2,0.425,0.308,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jarred Vanderbilt,2018.0,2023.0,6.0,0.0,0.0,1.0,273.0,1661.0,1744.0,395.0,291.0,120.0,6.1,6.4,1.4,1.1,0.4,0.568,0.29,0.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Wood,2015.0,2023.0,9.0,0.0,0.0,1.0,339.0,4617.0,2366.0,469.0,183.0,295.0,13.6,7.0,1.4,0.5,0.9,0.514,0.372,0.694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donte DiVincenzo,2018.0,2023.0,6.0,0.0,0.0,1.0,354.0,3746.0,1555.0,974.0,422.0,95.0,10.6,4.4,2.8,1.2,0.3,0.428,0.376,0.771,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devonte' Graham,2018.0,2023.0,6.0,0.0,0.0,1.0,336.0,3733.0,758.0,1448.0,258.0,53.0,11.1,2.3,4.3,0.8,0.2,0.371,0.354,0.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drew Eubanks,2018.0,2023.0,6.0,0.0,0.0,1.0,323.0,1902.0,1482.0,315.0,123.0,274.0,5.9,4.6,1.0,0.4,0.8,0.606,0.383,0.734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaiah Mobley,2022.0,2023.0,2.0,0.0,0.0,1.0,22.0,54.0,30.0,9.0,6.0,3.0,2.5,1.4,0.4,0.3,0.1,0.423,0.333,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santi Aldama,2021.0,2023.0,3.0,0.0,0.0,1.0,170.0,1482.0,810.0,256.0,94.0,112.0,8.7,4.8,1.5,0.6,0.7,0.447,0.333,0.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yuta Watanabe,2018.0,2023.0,6.0,0.0,0.0,1.0,213.0,895.0,497.0,137.0,83.0,61.0,4.2,2.3,0.6,0.4,0.3,0.426,0.37,0.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricky Council IV,2023.0,2023.0,1.0,0.0,0.0,1.0,32.0,173.0,46.0,16.0,8.0,1.0,5.4,1.4,0.5,0.2,0.0,0.482,0.375,0.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Duarte,2021.0,2023.0,3.0,0.0,0.0,1.0,160.0,1312.0,447.0,222.0,109.0,27.0,8.2,2.8,1.4,0.7,0.2,0.405,0.347,0.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damion Lee,2017.0,2022.0,6.0,0.0,0.0,1.0,290.0,2384.0,982.0,410.0,189.0,28.0,8.2,3.4,1.4,0.7,0.1,0.436,0.379,0.878,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
