FULL_NAME,DRAFT_YEAR,RET_YEAR,SP,OLDHEAD,MIDDLE,MODERN,GP,PTS,REB,AST,STL,BLK,PPG,RPG,APG,SPG,BPG,FG_PCT,FG3_PCT,FT_PCT,RINGS,FMVP,MVP,ALL_NBA,ALL_STAR,ALL_DEF,ROTY,DPOY,HOF
David Noel,2006,2006,1,0,0,1,68,184,123.0,65,25,9,2.7,1.8,1.0,0.4,0.1,0.367,0.321,0.86,0,0,0,0,0,0,0,0,0
Kevin Hervey,2019,2019,1,0,0,1,10,17,12.0,5,1,1,1.7,1.2,0.5,0.1,0.1,0.259,0.15,0.0,0,0,0,0,0,0,0,0,0
Frank Selvy,1954,1963,10,1,0,0,565,6120,2098.0,1579,0,0,10.8,3.7,2.8,0.0,0.0,0.394,0.0,0.728,0,0,0,0,2,0,0,0,0
Hamed Haddadi,2008,2012,5,0,0,1,151,339,372.0,43,11,92,2.2,2.5,0.3,0.1,0.6,0.463,0.0,0.632,0,0,0,0,0,0,0,0,0
Wayne Molis,1966,1966,1,1,0,0,13,45,22.0,2,0,0,3.5,1.7,0.2,0.0,0.0,0.373,0.0,0.538,0,0,0,0,0,0,0,0,0
Alex Scales,2005,2005,1,0,0,1,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
Ed Leede,1949,1950,2,1,0,0,121,949,118.0,225,0,0,7.8,1.0,1.9,0.0,0.0,0.334,0.0,0.719,0,0,0,0,0,0,0,0,0
Isaac Stallworth,1972,1976,5,1,0,0,313,2403,861.0,213,0,0,7.7,2.8,0.7,0.0,0.0,0.414,0.0,0.686,0,0,0,0,0,0,0,0,0
Drew Barry,1997,1999,3,0,1,0,60,134,67.0,111,19,2,2.2,1.1,1.8,0.3,0.0,0.417,0.381,0.774,0,0,0,0,0,0,0,0,0
Sheldon Mac,2016,2016,1,0,0,1,30,90,34.0,15,8,2,3.0,1.1,0.5,0.3,0.1,0.4,0.233,0.852,0,0,0,0,0,0,0,0,0
Will Solomon,2001,2008,8,0,0,1,115,584,132.0,225,62,11,5.1,1.1,2.0,0.5,0.1,0.378,0.298,0.692,0,0,0,0,0,0,0,0,0
Cam Reynolds,2018,2020,3,0,0,1,24,110,36.0,15,6,2,4.6,1.5,0.6,0.2,0.1,0.406,0.381,0.889,0,0,0,0,0,0,0,0,0
George Lee,1960,1967,8,1,0,0,297,2229,1235.0,258,0,0,7.5,4.2,0.9,0.0,0.0,0.379,0.0,0.734,0,0,0,0,0,0,0,0,0
Drew Gordon,2014,2014,1,0,0,1,9,17,18.0,2,1,0,1.9,2.0,0.2,0.1,0.0,0.421,0.0,0.5,0,0,0,0,0,0,0,0,0
Pepe Sanchez,2000,2002,3,0,0,1,38,20,21.0,49,16,1,0.5,0.6,1.3,0.4,0.0,0.273,0.0,1.0,0,0,0,0,0,0,0,0,0
DeAndre' Bembry,2016,2021,6,0,0,1,296,1750,950.0,533,291,120,5.9,3.2,1.8,1.0,0.4,0.474,0.283,0.611,0,0,0,0,0,0,0,0,0
Marcus Thornton,2009,2016,8,0,0,1,483,5750,1348.0,676,405,61,11.9,2.8,1.4,0.8,0.1,0.425,0.358,0.83,0,0,0,0,0,0,0,0,0
William Averitt,1976,1977,2,1,0,0,130,1085,161.0,330,0,0,8.3,1.2,2.5,0.0,0.0,0.392,0.0,0.713,0,0,0,0,0,0,0,0,0
Juan Carlos Navarro,2007,2007,1,0,0,1,82,896,210.0,177,48,1,10.9,2.6,2.2,0.6,0.0,0.402,0.361,0.849,0,0,0,0,0,0,0,0,0
Dave Gunther,1962,1962,1,1,0,0,1,2,3.0,3,0,0,2.0,3.0,3.0,0.0,0.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0
Ronnie MacGilvray,1954,1954,1,1,0,0,6,8,9.0,11,0,0,1.3,1.5,1.8,0.0,0.0,0.167,0.0,0.571,0,0,0,0,0,0,0,0,0
Lars Hansen,1978,1978,1,1,0,0,15,76,59.0,14,0,0,5.1,3.9,0.9,0.0,0.0,0.509,0.0,0.581,0,0,0,0,0,0,0,0,0
Luther Green,1972,1972,1,1,0,0,5,3,3.0,0,0,0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.333,0,0,0,0,0,0,0,0,0
Bob Love,1966,1976,11,1,0,0,789,13895,4653.0,1123,0,0,17.6,5.9,1.4,0.0,0.0,0.429,0.0,0.805,0,0,0,2,3,3,0,0,0
Tahjere McCall,2018,2018,1,0,0,1,1,4,1.0,0,0,0,4.0,1.0,0.0,0.0,0.0,0.667,0.0,0.0,0,0,0,0,0,0,0,0,0
Morlon Wiley,1988,1994,7,0,1,0,295,1078,341.0,722,243,17,3.7,1.2,2.4,0.8,0.1,0.412,0.354,0.707,0,0,0,0,0,0,0,0,0
Eddie Jordan,1977,1983,7,1,0,0,420,3414,788.0,1595,0,0,8.1,1.9,3.8,0.0,0.0,0.414,0.0,0.763,1,0,0,0,0,0,0,0,0
Harry Barnes,1968,1968,1,1,0,0,22,43,26.0,5,0,0,2.0,1.2,0.2,0.0,0.0,0.281,0.0,0.538,0,0,0,0,0,0,0,0,0
Wilson Chandler,2007,2019,13,0,0,1,676,8463,3574.0,1205,470,414,12.5,5.3,1.8,0.7,0.6,0.443,0.341,0.77,0,0,0,0,0,0,0,0,0
Erick Strickland,1996,2004,9,0,1,0,501,3780,1317.0,1203,422,41,7.5,2.6,2.4,0.8,0.1,0.392,0.351,0.826,0,0,0,0,0,0,0,0,0
Carlos Terry,1980,1982,3,0,1,0,94,285,227.0,124,54,27,3.0,2.4,1.3,0.6,0.3,0.434,0.0,0.672,0,0,0,0,0,0,0,0,0
AJ Price,2009,2014,6,0,0,1,261,1523,377.0,567,125,9,5.8,1.4,2.2,0.5,0.0,0.38,0.316,0.742,0,0,0,0,0,0,0,0,0
Deyonta Davis,2016,2018,3,0,0,1,107,454,346.0,47,21,61,4.2,3.2,0.4,0.2,0.6,0.599,0.0,0.635,0,0,0,0,0,0,0,0,0
Mychal Mulder,2019,2021,3,0,0,1,84,483,107.0,39,18,15,5.8,1.3,0.5,0.2,0.2,0.413,0.369,0.711,0,0,0,0,0,0,0,0,0
Kyle O'Quinn,2012,2019,8,0,0,1,472,2568,2166.0,643,189,453,5.4,4.6,1.4,0.4,1.0,0.517,0.218,0.74,0,0,0,0,0,0,0,0,0
George Grimshaw,1946,1946,1,1,0,0,21,61,,1,0,0,2.9,0.0,0.0,0.0,0.0,0.357,0.0,0.477,0,0,0,0,0,0,0,0,0
Andre Wakefield,1978,1979,2,1,0,0,81,187,80.0,73,0,0,2.3,1.0,0.9,0.0,0.0,0.354,0.0,0.708,0,0,0,0,0,0,0,0,0
Derrick Brown,2009,2011,3,0,0,1,171,895,413.0,119,89,32,5.2,2.4,0.7,0.5,0.2,0.515,0.317,0.637,0,0,0,0,0,0,0,0,0
Noah Vonleh,2014,2022,9,0,0,1,362,1685,1790.0,264,139,144,4.7,4.9,0.7,0.4,0.4,0.459,0.307,0.692,0,0,0,0,0,0,0,0,0
Cleveland Buckner,1961,1962,2,1,0,0,68,411,240.0,44,0,0,6.0,3.5,0.6,0.0,0.0,0.432,0.0,0.62,0,0,0,0,0,0,0,0,0
Byron Houston,1992,1995,4,0,1,0,214,835,648.0,114,103,86,3.9,3.0,0.5,0.5,0.4,0.456,0.256,0.676,0,0,0,0,0,0,0,0,0
Bill Buntin,1965,1965,1,1,0,0,42,324,252.0,36,0,0,7.7,6.0,0.9,0.0,0.0,0.395,0.0,0.615,0,0,0,0,0,0,0,0,0
Ira Newble,2000,2007,8,0,0,1,380,1930,1114.0,342,204,105,5.1,2.9,0.9,0.5,0.3,0.446,0.341,0.778,0,0,0,0,0,0,0,0,0
Jiri Welsch,2002,2005,4,0,0,1,247,1519,602.0,375,187,15,6.1,2.4,1.5,0.8,0.1,0.403,0.343,0.752,0,0,0,0,0,0,0,0,0
Andy Duncan,1948,1950,3,1,0,0,136,746,30.0,101,0,0,5.5,0.2,0.7,0.0,0.0,0.408,0.0,0.596,0,0,0,0,0,0,0,0,0
Bob Duffy,1946,1946,1,1,0,0,17,19,,0,0,0,1.1,0.0,0.0,0.0,0.0,0.219,0.0,0.714,0,0,0,0,0,0,0,0,0
Iman Shumpert,2011,2020,10,0,0,1,461,3320,1534.0,845,514,120,7.2,3.3,1.8,1.1,0.3,0.391,0.337,0.764,1,0,0,0,0,0,0,0,0
Bryan Warrick,1982,1985,4,0,1,0,169,677,218.0,437,80,19,4.0,1.3,2.6,0.5,0.1,0.443,0.208,0.747,0,0,0,0,0,0,0,0,0
Vinny Del Negro,1988,2001,14,0,1,0,771,7038,1810.0,2484,576,65,9.1,2.3,3.2,0.7,0.1,0.475,0.359,0.84,0,0,0,0,0,0,0,0,0
Bryon Russell,1993,2005,13,0,1,0,841,6663,2914.0,1085,874,203,7.9,3.5,1.3,1.0,0.2,0.431,0.369,0.75,0,0,0,0,0,0,0,0,0
Alec Peters,2017,2017,1,0,0,1,20,82,37.0,12,2,2,4.1,1.8,0.6,0.1,0.1,0.378,0.31,0.8,0,0,0,0,0,0,0,0,0
Eric Mika,2019,2019,1,0,0,1,1,6,7.0,0,0,0,6.0,7.0,0.0,0.0,0.0,0.667,0.0,1.0,0,0,0,0,0,0,0,0,0
Karim Mane,2020,2020,1,0,0,1,10,11,14.0,4,0,2,1.1,1.4,0.4,0.0,0.2,0.231,0.5,0.8,0,0,0,0,0,0,0,0,0
Craig Brackins,2010,2011,2,0,0,1,17,30,19.0,9,1,1,1.8,1.1,0.5,0.1,0.1,0.265,0.214,0.5,0,0,0,0,0,0,0,0,0
A.J. Bramlett,1999,1999,1,0,1,0,8,8,22.0,0,1,0,1.0,2.8,0.0,0.1,0.0,0.19,0.0,0.0,0,0,0,0,0,0,0,0,0
Brent Barry,1995,2008,14,0,1,0,912,8488,2780.0,2892,955,253,9.3,3.0,3.2,1.0,0.3,0.46,0.405,0.823,2,0,0,0,0,0,0,0,0
Trey Johnson,2008,2011,4,0,0,1,23,59,20.0,15,2,1,2.6,0.9,0.7,0.1,0.0,0.385,0.333,0.947,0,0,0,0,0,0,0,0,0
Steve Downing,1973,1974,2,1,0,0,27,64,41.0,11,0,0,2.4,1.5,0.4,0.0,0.0,0.318,0.0,0.55,1,0,0,0,0,0,0,0,0
Hamady Ndiaye,2010,2013,4,0,0,1,33,20,25.0,3,2,9,0.6,0.8,0.1,0.1,0.3,0.467,0.0,0.462,0,0,0,0,0,0,0,0,0
Johnny O'Bryant III,2014,2017,4,0,0,1,147,509,352.0,69,32,19,3.5,2.4,0.5,0.2,0.1,0.402,0.36,0.663,0,0,0,0,0,0,0,0,0
Craig Dykema,1981,1981,1,0,1,0,32,43,12.0,15,2,0,1.3,0.4,0.5,0.1,0.0,0.459,0.5,0.778,0,0,0,0,0,0,0,0,0
Darko Milicic,2003,2012,10,0,0,1,468,2813,1971.0,405,206,613,6.0,4.2,0.9,0.4,1.3,0.46,0.0,0.574,1,0,0,0,0,0,0,0,0
Antoine Wright,2005,2010,6,0,0,1,297,1614,681.0,295,139,72,5.4,2.3,1.0,0.5,0.2,0.412,0.304,0.674,0,0,0,0,0,0,0,0,0
Byron Mullens,2009,2013,5,0,0,1,189,1398,790.0,153,74,98,7.4,4.2,0.8,0.4,0.5,0.408,0.319,0.706,0,0,0,0,0,0,0,0,0
Pervis Ellison,1989,2000,12,0,1,0,474,4494,3170.0,691,293,752,9.5,6.7,1.5,0.6,1.6,0.51,0.05,0.689,0,0,0,0,0,0,0,0,0
Damyean Dotson,2017,2021,5,0,0,1,213,1594,532.0,315,109,20,7.5,2.5,1.5,0.5,0.1,0.417,0.345,0.711,0,0,0,0,0,0,0,0,0
Sam Stith,1961,1961,1,1,0,0,32,141,51.0,60,0,0,4.4,1.6,1.9,0.0,0.0,0.364,0.0,0.605,0,0,0,0,0,0,0,0,0
Bobby Cook,1949,1949,1,1,0,0,51,587,,158,0,0,11.5,0.0,3.1,0.0,0.0,0.358,0.0,0.79,0,0,0,0,0,0,0,0,0
Lee Shaffer,1961,1963,3,1,0,0,196,3291,1240.0,232,0,0,16.8,6.3,1.2,0.0,0.0,0.42,0.0,0.776,0,0,0,0,1,0,0,0,0
Kevin Burleson,2005,2005,1,0,0,1,39,70,26.0,48,26,2,1.8,0.7,1.2,0.7,0.1,0.25,0.185,0.941,0,0,0,0,0,0,0,0,0
Carl Meinhold,1947,1948,2,1,0,0,98,516,,63,0,0,5.3,0.0,0.6,0.0,0.0,0.316,0.0,0.628,1,0,0,0,0,0,0,0,0
Allen Murphy,1976,1976,1,1,0,0,2,5,4.0,0,0,0,2.5,2.0,0.0,0.0,0.0,0.2,0.0,0.429,0,0,0,0,0,0,0,0,0
Jordan Hill,2009,2016,8,0,0,1,409,3232,2389.0,322,150,272,7.9,5.8,0.8,0.4,0.7,0.497,0.136,0.699,0,0,0,0,0,0,0,0,0
Roland Taylor,1976,1976,1,1,0,0,79,301,211.0,288,0,0,3.8,2.7,3.6,0.0,0.0,0.42,0.0,0.569,0,0,0,0,0,0,0,0,0
Alaa Abdelnaby,1990,1994,5,0,1,0,256,1465,846.0,85,71,69,5.7,3.3,0.3,0.3,0.3,0.502,0.0,0.701,0,0,0,0,0,0,0,0,0
Hersey Hawkins,1988,2000,13,0,1,0,983,14470,3554.0,2860,1622,302,14.7,3.6,2.9,1.7,0.3,0.461,0.394,0.87,0,0,0,0,1,0,0,0,0
Deb Smith,1946,1946,1,1,0,0,48,73,,6,0,0,1.5,0.0,0.1,0.0,0.0,0.269,0.0,0.429,0,0,0,0,0,0,0,0,0
Peter John Ramos,2004,2004,1,0,0,1,6,11,4.0,0,0,1,1.8,0.7,0.0,0.0,0.2,0.5,0.0,0.5,0,0,0,0,0,0,0,0,0
Chris Mullin,1985,2000,16,0,1,0,986,17911,4034.0,3450,1530,549,18.2,4.1,3.5,1.6,0.6,0.509,0.384,0.865,0,0,0,4,5,0,0,0,1
Gary Clark,2018,2021,4,0,0,1,170,524,431.0,84,52,62,3.1,2.5,0.5,0.3,0.4,0.351,0.326,0.838,0,0,0,0,0,0,0,0,0
Grant Gondrezick,1986,1988,3,0,1,0,91,454,146.0,115,38,5,5.0,1.6,1.3,0.4,0.1,0.438,0.25,0.687,0,0,0,0,0,0,0,0,0
Charlie Pittman,1982,1985,4,0,1,0,234,1060,718.0,204,75,73,4.5,3.1,0.9,0.3,0.3,0.546,0.0,0.711,0,0,0,0,0,0,0,0,0
Kenny Dennard,1981,1983,3,0,1,0,95,268,286.0,93,74,17,2.8,3.0,1.0,0.8,0.2,0.429,0.3,0.644,0,0,0,0,0,0,0,0,0
Bob Sura,1995,2004,10,0,1,0,657,5654,2240.0,2474,641,142,8.6,3.4,3.8,1.0,0.2,0.414,0.325,0.689,0,0,0,0,0,0,0,0,0
Mitchell Butler,1993,2003,11,0,1,0,362,1868,717.0,342,214,53,5.2,2.0,0.9,0.6,0.1,0.438,0.304,0.623,0,0,0,0,0,0,0,0,0
Zelmo Beaty,1962,1974,13,1,0,0,570,9107,5949.0,839,0,0,16.0,10.4,1.5,0.0,0.0,0.469,0.0,0.75,0,0,0,0,2,0,0,0,1
Marquis Teague,2012,2017,6,0,0,1,91,217,90.0,134,23,12,2.4,1.0,1.5,0.3,0.1,0.343,0.222,0.661,0,0,0,0,0,0,0,0,0
Tom Brennan,1954,1954,1,1,0,0,11,10,5.0,2,0,0,0.9,0.5,0.2,0.0,0.0,0.455,0.0,0.0,0,0,0,0,0,0,0,0,0
Jordan Mickey,2015,2017,3,0,0,1,64,152,128.0,17,9,27,2.4,2.0,0.3,0.1,0.4,0.449,0.118,0.605,0,0,0,0,0,0,0,0,0
Mustafa Shakur,2010,2013,4,0,0,1,25,52,22.0,29,5,3,2.1,0.9,1.2,0.2,0.1,0.339,0.091,0.529,0,0,0,0,0,0,0,0,0
Ron Harper,1986,2000,15,0,1,0,1009,13910,4309.0,3916,1716,729,13.8,4.3,3.9,1.7,0.7,0.446,0.289,0.72,5,0,0,0,0,0,0,0,0
Jordan Crawford,2010,2017,8,0,0,1,281,3432,703.0,883,196,23,12.2,2.5,3.1,0.7,0.1,0.411,0.317,0.826,0,0,0,0,0,0,0,0,0
Jim Petersen,1984,1991,8,0,1,0,491,3397,2354.0,487,213,363,6.9,4.8,1.0,0.4,0.7,0.486,0.071,0.725,0,0,0,0,0,0,0,0,0
Danny Finn,1952,1954,3,1,0,0,142,1042,548.0,566,0,0,7.3,3.9,4.0,0.0,0.0,0.327,0.0,0.599,0,0,0,0,0,0,0,0,0
Greivis Vasquez,2010,2016,7,0,0,1,401,3591,1021.0,1935,236,34,9.0,2.5,4.8,0.6,0.1,0.418,0.349,0.817,0,0,0,0,0,0,0,0,0
Malcolm Mackey,1993,1993,1,0,1,0,22,32,24.0,1,0,3,1.5,1.1,0.0,0.0,0.1,0.378,0.0,0.5,0,0,0,0,0,0,0,0,0
Marko Jaric,2002,2008,7,0,0,1,447,3193,1200.0,1600,583,128,7.1,2.7,3.6,1.3,0.3,0.404,0.344,0.73,0,0,0,0,0,0,0,0,0
Clarence Hermsen,1946,1952,7,1,0,0,288,2669,467.0,366,0,0,9.3,1.6,1.3,0.0,0.0,0.297,0.0,0.654,1,0,0,0,0,0,0,0,0
Nathan Jawai,2008,2009,2,0,0,1,45,126,106.0,24,10,9,2.8,2.4,0.5,0.2,0.2,0.435,0.0,0.684,0,0,0,0,0,0,0,0,0
Rik Smits,1988,1999,12,0,1,0,867,12871,5277.0,1215,372,1111,14.8,6.1,1.4,0.4,1.3,0.507,0.115,0.773,0,0,0,0,1,0,0,0,0
Eddie Johnson,1981,1998,18,0,1,0,1199,19202,4832.0,2550,739,180,16.0,4.0,2.1,0.6,0.2,0.472,0.335,0.84,0,0,0,0,0,0,0,0,0
LaPhonso Ellis,1992,2002,11,0,1,0,624,7410,4032.0,981,433,477,11.9,6.5,1.6,0.7,0.8,0.452,0.302,0.73,0,0,0,0,0,0,0,0,0
Emmanuel Mudiay,2015,2021,7,0,0,1,302,3299,884.0,1143,215,88,10.9,2.9,3.8,0.7,0.3,0.401,0.323,0.744,0,0,0,0,0,0,0,0,0
Wade Baldwin IV,2016,2018,3,0,0,1,56,174,69.0,78,21,10,3.1,1.2,1.4,0.4,0.2,0.355,0.25,0.776,0,0,0,0,0,0,0,0,0
Isaiah Roby,2019,2022,4,0,0,1,151,1159,667.0,216,106,78,7.7,4.4,1.4,0.7,0.5,0.485,0.351,0.675,0,0,0,0,0,0,0,0,0
Jan Vesely,2011,2013,3,0,0,1,162,590,562.0,96,107,84,3.6,3.5,0.6,0.7,0.5,0.521,0.0,0.408,0,0,0,0,0,0,0,0,0
Luke Walton,2003,2012,10,0,0,1,564,2649,1588.0,1317,313,102,4.7,2.8,2.3,0.6,0.2,0.429,0.326,0.715,2,0,0,0,0,0,0,0,0
Gene Wiley,1962,1965,4,1,0,0,300,1273,2194.0,252,0,0,4.2,7.3,0.8,0.0,0.0,0.471,0.0,0.506,0,0,0,0,0,0,0,0,0
Stan Brown,1947,1951,5,1,0,0,34,104,17.0,10,0,0,3.1,0.5,0.3,0.0,0.0,0.306,0.0,0.595,0,0,0,0,0,0,0,0,0
Mike Phelps,1985,1987,3,0,1,0,132,470,141.0,138,71,3,3.6,1.1,1.0,0.5,0.0,0.416,0.091,0.639,0,0,0,0,0,0,0,0,0
Jerry Sichting,1980,1989,10,0,1,0,598,4141,817.0,1962,439,19,6.9,1.4,3.3,0.7,0.0,0.507,0.271,0.857,1,0,0,0,0,0,0,0,0
Micheal Ray Richardson,1978,1985,8,1,0,0,556,8253,3056.0,3899,0,0,14.8,5.5,7.0,0.0,0.0,0.457,0.0,0.69,0,0,0,0,4,2,0,0,0
Gerard King,1998,2000,3,0,1,0,126,566,393.0,84,50,27,4.5,3.1,0.7,0.4,0.2,0.503,0.0,0.744,1,0,0,0,0,0,0,0,0
Rudy LaRusso,1959,1968,10,1,0,0,736,11507,6936.0,1556,0,0,15.6,9.4,2.1,0.0,0.0,0.431,0.0,0.767,0,0,0,0,4,1,0,0,0
Enoch Olsen,1962,1968,7,1,0,0,358,1571,1084.0,287,0,0,4.4,3.0,0.8,0.0,0.0,0.424,0.0,0.561,0,0,0,0,0,0,0,0,0
Kevin Edwards,1988,2000,13,0,1,0,604,6596,1653.0,1609,825,197,10.9,2.7,2.7,1.4,0.3,0.423,0.335,0.803,0,0,0,0,0,0,0,0,0
George Lynch,1993,2004,12,0,1,0,774,5109,3902.0,1121,817,258,6.6,5.0,1.4,1.1,0.3,0.446,0.306,0.652,0,0,0,0,0,0,0,0,0
Joe Crawford,2008,2008,1,0,0,1,2,9,4.0,1,1,0,4.5,2.0,0.5,0.5,0.0,0.3,0.25,1.0,0,0,0,0,0,0,0,0,0
Nick Young,2007,2018,12,0,0,1,720,8194,1427.0,687,394,135,11.4,2.0,1.0,0.5,0.2,0.418,0.376,0.836,1,0,0,0,0,0,0,0,0
Shaler Halimon,1968,1971,4,1,0,0,170,1136,571.0,302,0,0,6.7,3.4,1.8,0.0,0.0,0.397,0.0,0.622,0,0,0,0,0,0,0,0,0
Brad Wright,1986,1987,2,0,1,0,16,54,54.0,1,3,6,3.4,3.4,0.1,0.2,0.4,0.412,0.0,0.429,0,0,0,0,0,0,0,0,0
Jamel Artis,2017,2017,1,0,0,1,15,77,38.0,18,2,3,5.1,2.5,1.2,0.1,0.2,0.392,0.276,0.583,0,0,0,0,0,0,0,0,0
Aleksandar Djordjevic,1996,1996,1,0,1,0,8,25,5.0,5,0,0,3.1,0.6,0.6,0.0,0.0,0.5,0.714,0.8,0,0,0,0,0,0,0,0,0
Dick Garmaker,1955,1960,6,1,0,0,421,5597,1748.0,1114,0,0,13.3,4.2,2.6,0.0,0.0,0.403,0.0,0.787,0,0,0,1,4,0,0,0,0
Sean Higgins,1990,1997,8,0,1,0,220,1375,402.0,226,73,32,6.2,1.8,1.0,0.3,0.1,0.428,0.321,0.85,0,0,0,0,0,0,0,0,0
Kenny Anderson,1991,2004,14,0,1,0,858,10789,2641.0,5196,1258,111,12.6,3.1,6.1,1.5,0.1,0.421,0.346,0.79,0,0,0,0,1,0,0,0,0
Hollis Thompson,2013,2016,4,0,0,1,265,2050,829.0,292,166,68,7.7,3.1,1.1,0.6,0.3,0.413,0.386,0.707,0,0,0,0,0,0,0,0,0
Bob Thornton,1985,1995,11,0,1,0,283,844,712.0,99,74,35,3.0,2.5,0.3,0.3,0.1,0.444,0.222,0.558,0,0,0,0,0,0,0,0,0
Dakari Johnson,2017,2017,1,0,0,1,31,55,34.0,8,6,8,1.8,1.1,0.3,0.2,0.3,0.564,0.0,0.55,0,0,0,0,0,0,0,0,0
Terry Dehere,1993,1998,6,0,1,0,402,3235,588.0,1034,213,36,8.0,1.5,2.6,0.5,0.1,0.411,0.378,0.779,0,0,0,0,0,0,0,0,0
Bernie Williams,1969,1970,2,1,0,0,128,890,240.0,278,0,0,7.0,1.9,2.2,0.0,0.0,0.371,0.0,0.808,0,0,0,0,0,0,0,0,0
Mitchell Wiggins,1983,1991,9,0,1,0,389,3877,1235.0,609,397,34,10.0,3.2,1.6,1.0,0.1,0.46,0.192,0.755,0,0,0,0,0,0,0,0,0
Dave Newmark,1968,1969,2,1,0,0,145,769,521.0,100,0,0,5.3,3.6,0.7,0.0,0.0,0.405,0.0,0.671,0,0,0,0,0,0,0,0,0
Charles Dudley,1972,1978,7,1,0,0,361,1908,1089.0,1230,0,0,5.3,3.0,3.4,0.0,0.0,0.497,0.0,0.672,1,0,0,0,0,0,0,0,0
Danny Vranes,1981,1987,7,0,1,0,510,2613,1998.0,594,333,271,5.1,3.9,1.2,0.7,0.5,0.496,0.105,0.57,0,0,0,0,0,1,0,0,0
Andre Emmett,2004,2011,8,0,0,1,14,20,8.0,1,2,1,1.4,0.6,0.1,0.1,0.1,0.462,0.0,0.615,0,0,0,0,0,0,0,0,0
Billy Gabor,1949,1954,6,1,0,0,307,2997,448.0,626,0,0,9.8,1.5,2.0,0.0,0.0,0.344,0.0,0.737,0,0,0,0,1,0,0,0,0
Jeff Ruland,1981,1992,12,0,1,0,332,5763,3378.0,1002,249,267,17.4,10.2,3.0,0.8,0.8,0.564,0.158,0.718,0,0,0,0,1,0,0,0,0
Michael Stewart,1997,2004,8,0,1,0,286,623,907.0,88,56,278,2.2,3.2,0.3,0.2,1.0,0.442,0.0,0.522,0,0,0,0,0,0,0,0,0
Jimmy King,1995,1996,2,0,1,0,64,285,112.0,90,24,13,4.5,1.8,1.4,0.4,0.2,0.429,0.147,0.691,0,0,0,0,0,0,0,0,0
Lewis Lloyd,1981,1989,9,0,1,0,388,5130,1192.0,1138,365,133,13.2,3.1,2.9,0.9,0.3,0.524,0.217,0.771,0,0,0,0,0,0,0,0,0
Anthony Lamb,2020,2022,3,0,0,1,88,548,286.0,121,34,25,6.2,3.2,1.4,0.4,0.3,0.447,0.353,0.79,0,0,0,0,0,0,0,0,0
Craig Hodges,1982,1991,10,0,1,0,695,5940,937.0,1769,553,26,8.5,1.3,2.5,0.8,0.0,0.461,0.4,0.828,2,0,0,0,0,0,0,0,0
Ron Horn,1961,1962,2,1,0,0,31,77,77.0,11,0,0,2.5,2.5,0.4,0.0,0.0,0.298,0.0,0.677,0,0,0,0,0,0,0,0,0
Elijah Bryant,2020,2020,1,0,0,1,1,16,6.0,3,0,1,16.0,6.0,3.0,0.0,1.0,0.462,0.2,1.0,1,0,0,0,0,0,0,0,0
Gary Melchionni,1973,1974,2,1,0,0,137,1074,329.0,298,0,0,7.8,2.4,2.2,0.0,0.0,0.444,0.0,0.831,0,0,0,0,0,0,0,0,0
Anthony Avent,1992,1999,8,0,1,0,352,1958,1584.0,278,166,211,5.6,4.5,0.8,0.5,0.6,0.403,0.0,0.686,0,0,0,0,0,0,0,0,0
Curtis Rowe,1971,1978,8,1,0,0,590,6873,4264.0,932,0,0,11.6,7.2,1.6,0.0,0.0,0.482,0.0,0.701,0,0,0,0,1,0,0,0,0
Bob Faught,1946,1946,1,1,0,0,51,343,,33,0,0,6.7,0.0,0.6,0.0,0.0,0.295,0.0,0.575,0,0,0,0,0,0,0,0,0
Jackie Moreland,1960,1964,5,1,0,0,348,2684,1779.0,432,0,0,7.7,5.1,1.2,0.0,0.0,0.413,0.0,0.709,0,0,0,0,0,0,0,0,0
Slick Watts,1973,1978,6,1,0,0,437,3901,1398.0,2678,0,0,8.9,3.2,6.1,0.0,0.0,0.413,0.0,0.597,0,0,0,0,0,1,0,0,0
Howard Komives,1964,1973,10,1,0,0,742,7550,1804.0,2941,0,0,10.2,2.4,4.0,0.0,0.0,0.388,0.0,0.83,0,0,0,0,0,0,0,0,0
Marko Milic,1997,1998,2,0,1,0,44,108,30.0,14,13,1,2.5,0.7,0.3,0.3,0.0,0.56,0.429,0.647,0,0,0,0,0,0,0,0,0
Price Brookfield,1948,1949,2,1,0,0,61,476,,137,0,0,7.8,0.0,2.2,0.0,0.0,0.283,0.0,0.739,0,0,0,0,0,0,0,0,0
James Augustine,2006,2007,2,0,0,1,27,42,33.0,4,5,2,1.6,1.2,0.1,0.2,0.1,0.514,0.0,0.5,0,0,0,0,0,0,0,0,0
Dell Demps,1993,1996,4,0,1,0,20,59,9.0,9,6,1,3.0,0.4,0.4,0.3,0.0,0.5,0.333,0.762,0,0,0,0,0,0,0,0,0
Jerryd Bayless,2008,2018,11,0,0,1,586,4909,1235.0,1674,370,73,8.4,2.1,2.9,0.6,0.1,0.411,0.361,0.818,0,0,0,0,0,0,0,0,0
Brandon Knight,2011,2021,11,0,0,1,451,6301,1385.0,1777,386,75,14.0,3.1,3.9,0.9,0.2,0.411,0.352,0.807,0,0,0,0,0,0,0,0,0
