FULL_NAME,DRAFT_YEAR,RET_YEAR,SP,OLDHEAD,MIDDLE,MODERN,GP,PTS,REB,AST,STL,BLK,PPG,RPG,APG,SPG,BPG,FG_PCT,FG3_PCT,FT_PCT,RINGS,FMVP,MVP,ALL_NBA,ALL_STAR,ALL_DEF,ROTY,DPOY,HOF
Nate Johnston,1989,1989,1,0,1,0,21,46,23.0,1,3,8,2.2,1.1,0.0,0.1,0.4,0.375,0.25,0.692,0,0,0,0,0,0,0,0,1
Kenny Satterfield,2001,2002,2,0,0,1,75,321,95.0,176,51,3,4.3,1.3,2.3,0.7,0.0,0.335,0.218,0.746,0,0,0,0,0,0,0,0,0
Glen Davis,2007,2014,8,0,0,1,514,4111,2236.0,457,357,173,8.0,4.4,0.9,0.7,0.3,0.447,0.182,0.7,1,0,0,0,0,0,0,0,0
Felipe Lopez,1998,2001,4,0,1,0,249,1448,604.0,252,161,62,5.8,2.4,1.0,0.6,0.2,0.432,0.327,0.659,0,0,0,0,0,0,0,0,0
Darryl Dawkins,1975,1988,14,1,0,0,726,8733,4432.0,917,0,0,12.0,6.1,1.3,0.0,0.0,0.572,0.0,0.685,0,0,0,0,0,0,0,0,0
Primoz Brezec,2001,2009,9,0,0,1,342,2452,1327.0,179,69,134,7.2,3.9,0.5,0.2,0.4,0.498,0.167,0.701,0,0,0,0,0,0,0,0,0
Roy Hurley,1946,1946,1,1,0,0,46,239,,34,0,0,5.2,0.0,0.7,0.0,0.0,0.224,0.0,0.609,0,0,0,0,0,0,0,0,0
Kasib Powell,2007,2007,1,0,0,1,11,84,44.0,18,9,2,7.6,4.0,1.6,0.8,0.2,0.368,0.242,0.667,0,0,0,0,0,0,0,0,0
Kevin Martin,2004,2015,12,0,0,1,714,12396,2278.0,1352,643,78,17.4,3.2,1.9,0.9,0.1,0.437,0.384,0.87,0,0,0,0,0,0,0,0,0
Troy Daniels,2013,2019,7,0,0,1,339,2232,446.0,185,100,21,6.6,1.3,0.5,0.3,0.1,0.401,0.395,0.799,0,0,0,0,0,0,0,0,0
Orien Greene,2005,2010,6,0,0,1,131,326,195.0,155,98,15,2.5,1.5,1.2,0.7,0.1,0.387,0.212,0.642,0,0,0,0,0,0,0,0,0
Allan Bristow,1973,1982,10,1,0,0,648,5122,2613.0,2098,0,0,7.9,4.0,3.2,0.0,0.0,0.46,0.0,0.798,0,0,0,0,0,0,0,0,0
Bob Rule,1967,1974,8,1,0,0,403,7007,3333.0,594,0,0,17.4,8.3,1.5,0.0,0.0,0.461,0.0,0.686,0,0,0,0,1,0,0,0,0
Corliss Williamson,1995,2006,12,0,1,0,822,9147,3183.0,972,462,261,11.1,3.9,1.2,0.6,0.3,0.49,0.136,0.714,1,0,0,0,0,0,0,0,0
Jeff Grayer,1988,1997,10,0,1,0,438,3257,1294.0,635,271,65,7.4,3.0,1.4,0.6,0.1,0.457,0.255,0.663,0,0,0,0,0,0,0,0,0
Alvin Heggs,1995,1995,1,0,1,0,4,8,2.0,0,0,0,2.0,0.5,0.0,0.0,0.0,0.6,0.0,0.667,0,0,0,0,0,0,0,0,0
Tate Armstrong,1977,1978,2,1,0,0,92,350,88.0,105,0,0,3.8,1.0,1.1,0.0,0.0,0.454,0.0,0.8,0,0,0,0,0,0,0,0,0
Bernie Fryer,1973,1974,2,1,0,0,111,686,205.0,331,0,0,6.2,1.8,3.0,0.0,0.0,0.457,0.0,0.787,0,0,0,0,0,0,0,0,0
Vlade Divac,1989,2004,16,0,1,0,1134,13398,9326.0,3541,1288,1631,11.8,8.2,3.1,1.1,1.4,0.495,0.235,0.692,0,0,0,0,1,0,0,0,1
Irv Bemoras,1953,1956,4,1,0,0,131,827,341.0,125,0,0,6.3,2.6,1.0,0.0,0.0,0.347,0.0,0.672,0,0,0,0,0,0,0,0,0
Clarence Kea,1980,1981,2,0,1,0,51,198,128.0,19,10,4,3.9,2.5,0.4,0.2,0.1,0.485,0.0,0.692,0,0,0,0,0,0,0,0,0
Ivan Johnson,2011,2012,2,0,0,1,125,808,492.0,78,99,32,6.5,3.9,0.6,0.8,0.3,0.517,0.158,0.662,0,0,0,0,0,0,0,0,0
George Feigenbaum,1949,1952,4,1,0,0,17,52,7.0,19,0,0,3.1,0.4,1.1,0.0,0.0,0.228,0.0,0.485,0,0,0,0,0,0,0,0,0
Chris Douglas-Roberts,2008,2014,7,0,0,1,222,1571,472.0,254,128,55,7.1,2.1,1.1,0.6,0.2,0.439,0.329,0.831,0,0,0,0,0,0,0,0,0
Acie Law,2007,2010,4,0,0,1,188,725,195.0,309,83,4,3.9,1.0,1.6,0.4,0.0,0.413,0.235,0.778,0,0,0,0,0,0,0,0,0
Jose Slaughter,1982,1982,1,0,1,0,63,225,68.0,52,36,7,3.6,1.1,0.8,0.6,0.1,0.374,0.22,0.644,0,0,0,0,0,0,0,0,0
Tom Payne,1971,1971,1,1,0,0,29,119,69.0,15,0,0,4.1,2.4,0.5,0.0,0.0,0.437,0.0,0.63,0,0,0,0,0,0,0,0,0
Travis Wear,2014,2017,4,0,0,1,68,274,144.0,47,19,16,4.0,2.1,0.7,0.3,0.2,0.388,0.364,0.824,0,0,0,0,0,0,0,0,0
Mel Counts,1964,1975,12,1,0,0,789,6516,4756.0,1100,0,0,8.3,6.0,1.4,0.0,0.0,0.435,0.0,0.764,2,0,0,0,0,0,0,0,0
Charlie Paulk,1968,1971,4,1,0,0,120,741,462.0,41,0,0,6.2,3.8,0.3,0.0,0.0,0.392,0.0,0.611,0,0,0,0,0,0,0,0,0
Otis Birdsong,1977,1988,12,1,0,0,696,12544,2072.0,2260,0,0,18.0,3.0,3.2,0.0,0.0,0.506,0.0,0.655,0,0,0,1,4,0,0,0,0
Keith Jennings,1992,1994,3,0,1,0,164,1090,248.0,614,164,2,6.6,1.5,3.7,1.0,0.0,0.436,0.374,0.852,0,0,0,0,0,0,0,0,0
Mike Mitchell,1978,1987,10,1,0,0,759,15016,4246.0,1010,0,0,19.8,5.6,1.3,0.0,0.0,0.493,0.0,0.779,0,0,0,0,1,0,0,0,0
Shawne Williams,2006,2014,9,0,0,1,314,1769,945.0,220,127,156,5.6,3.0,0.7,0.4,0.5,0.403,0.339,0.755,0,0,0,0,0,0,0,0,0
Ben Warley,1962,1966,5,1,0,0,288,1767,1524.0,204,0,0,6.1,5.3,0.7,0.0,0.0,0.413,0.0,0.724,0,0,0,0,0,0,0,0,0
Bob Royer,1949,1949,1,1,0,0,42,197,,85,0,0,4.7,0.0,2.0,0.0,0.0,0.338,0.0,0.707,0,0,0,0,0,0,0,0,0
Clifford Lett,1989,1990,2,0,1,0,11,38,7.0,8,2,1,3.5,0.6,0.7,0.2,0.1,0.432,0.0,0.667,0,0,0,0,0,0,0,0,0
Don Collins,1980,1986,7,0,1,0,303,2983,837.0,546,332,98,9.8,2.8,1.8,1.1,0.3,0.485,0.069,0.749,0,0,0,0,0,0,0,0,0
Jon Koncak,1985,1995,11,0,1,0,784,3520,3856.0,785,542,791,4.5,4.9,1.0,0.7,1.0,0.47,0.226,0.597,0,0,0,0,0,0,0,0,0
Oliver Lafayette,2009,2009,1,0,0,1,1,7,4.0,2,0,0,7.0,4.0,2.0,0.0,0.0,0.5,0.5,0.0,0,0,0,0,0,0,0,0,0
DJ Stephens,2013,2018,6,0,0,1,4,9,5.0,0,1,0,2.2,1.2,0.0,0.2,0.0,0.444,0.0,1.0,0,0,0,0,0,0,0,0,0
Jordan Loyd,2018,2018,1,0,0,1,12,29,9.0,6,0,0,2.4,0.8,0.5,0.0,0.0,0.444,0.5,0.818,0,0,0,0,0,0,0,0,0
Patrick McCaw,2016,2020,5,0,0,1,199,760,319.0,270,139,31,3.8,1.6,1.4,0.7,0.2,0.42,0.305,0.785,3,0,0,0,0,0,0,0,0
Mike Brown,1986,1996,11,0,1,0,626,3130,2762.0,424,253,169,5.0,4.4,0.7,0.4,0.3,0.455,0.125,0.69,0,0,0,0,0,0,0,0,0
Paul Davis,2006,2009,4,0,0,1,82,217,158.0,32,22,15,2.6,1.9,0.4,0.3,0.2,0.402,0.0,0.732,0,0,0,0,0,0,0,0,0
Shamorie Ponds,2019,2019,1,0,0,1,4,9,1.0,2,0,1,2.2,0.2,0.5,0.0,0.2,0.6,0.5,1.0,0,0,0,0,0,0,0,0,0
Stevin Smith,1996,1996,1,0,1,0,8,14,10.0,4,1,0,1.8,1.2,0.5,0.1,0.0,0.333,0.167,1.0,0,0,0,0,0,0,0,0,0
C.J. Williams,2017,2018,2,0,0,1,53,248,64.0,55,37,13,4.7,1.2,1.0,0.7,0.2,0.448,0.287,0.765,0,0,0,0,0,0,0,0,0
Jamel Thomas,1999,2000,2,0,1,0,12,30,14.0,6,4,0,2.5,1.2,0.5,0.3,0.0,0.378,0.167,1.0,0,0,0,0,0,0,0,0,0
Matt Othick,1992,1992,1,0,1,0,4,8,2.0,7,1,0,2.0,0.5,1.8,0.2,0.0,0.6,0.5,0.0,0,0,0,0,0,0,0,0,0
Chris Kaman,2003,2015,13,0,0,1,735,8208,5582.0,921,322,931,11.2,7.6,1.3,0.4,1.3,0.489,0.042,0.743,0,0,0,0,1,0,0,0,0
Michael Smith,1994,2000,7,0,1,0,449,2527,3193.0,661,361,248,5.6,7.1,1.5,0.8,0.6,0.538,0.143,0.529,0,0,0,0,0,0,0,0,0
Derrick Zimmerman,2005,2005,1,0,0,1,2,4,4.0,7,0,0,2.0,2.0,3.5,0.0,0.0,0.667,0.0,0.0,0,0,0,0,0,0,0,0,0
Johnny Horan,1955,1955,1,1,0,0,19,34,10.0,2,0,0,1.8,0.5,0.1,0.0,0.0,0.286,0.0,0.909,0,0,0,0,0,0,0,0,0
Ed Biedenbach,1968,1968,1,1,0,0,7,4,2.0,3,0,0,0.6,0.3,0.4,0.0,0.0,0.0,0.0,0.667,0,0,0,0,0,0,0,0,0
Mike Batiste,2002,2002,1,0,0,1,75,481,257.0,52,42,16,6.4,3.4,0.7,0.6,0.2,0.422,0.222,0.784,0,0,0,0,0,0,0,0,0
Chuck Lowery,1971,1971,1,1,0,0,20,45,19.0,14,0,0,2.2,1.0,0.7,0.0,0.0,0.447,0.0,0.611,0,0,0,0,0,0,0,0,0
Jim Spanarkel,1979,1983,5,0,1,0,259,2505,652.0,572,248,38,9.7,2.5,2.2,1.0,0.1,0.47,0.25,0.855,0,0,0,0,0,0,0,0,0
Calvin Natt,1979,1989,11,0,1,0,599,10291,4070.0,1306,525,191,17.2,6.8,2.2,0.9,0.3,0.528,0.219,0.768,0,0,0,0,1,0,0,0,0
Tommy Patterson,1972,1973,2,1,0,0,25,56,24.0,5,0,0,2.2,1.0,0.2,0.0,0.0,0.42,0.0,0.778,0,0,0,0,0,0,0,0,0
Terry Furlow,1976,1979,4,1,0,0,239,2550,507.0,568,0,0,10.7,2.1,2.4,0.0,0.0,0.459,0.0,0.862,0,0,0,0,0,0,0,0,0
Martin Lewis,1995,1996,2,0,1,0,25,89,35.0,7,9,5,3.6,1.4,0.3,0.4,0.2,0.473,0.3,0.593,0,0,0,0,0,0,0,0,0
John Stockton,1984,2002,19,0,1,0,1504,19711,4051.0,15806,3265,315,13.1,2.7,10.5,2.2,0.2,0.515,0.384,0.826,0,0,0,11,10,5,0,0,1
Justin Robinson,2019,2021,3,0,0,1,43,112,33.0,48,12,2,2.6,0.8,1.1,0.3,0.0,0.317,0.312,0.538,0,0,0,0,0,0,0,0,0
Mike Farmer,1958,1965,8,1,0,0,423,2816,1950.0,550,0,0,6.7,4.6,1.3,0.0,0.0,0.393,0.0,0.814,0,0,0,0,0,0,0,0,0
Adreian Payne,2014,2017,4,0,0,1,107,429,315.0,66,45,27,4.0,2.9,0.6,0.4,0.3,0.406,0.254,0.68,0,0,0,0,0,0,0,0,0
Dale Hamilton,1949,1949,1,1,0,0,14,25,,17,0,0,1.8,0.0,1.2,0.0,0.0,0.242,0.0,0.474,0,0,0,0,0,0,0,0,0
Andrew Gaze,1993,1998,6,0,1,0,26,43,12.0,11,4,2,1.7,0.5,0.4,0.2,0.1,0.381,0.375,1.0,0,0,0,0,0,0,0,0,0
Frank Ramsey,1954,1963,10,1,0,0,623,8378,3410.0,1134,0,0,13.4,5.5,1.8,0.0,0.0,0.399,0.0,0.804,7,0,0,0,0,0,0,0,1
Estes Parham,1948,1950,3,1,0,0,133,716,12.0,286,0,0,5.4,0.1,2.2,0.0,0.0,0.317,0.0,0.524,0,0,0,0,0,0,0,0,0
Michael Foster Jr.,2022,2022,1,0,0,1,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
Kelly McCarty,1998,1998,1,0,1,0,2,4,3.0,0,0,0,2.0,1.5,0.0,0.0,0.0,0.667,0.0,0.0,0,0,0,0,0,0,0,0,0
Norm Cook,1976,1977,2,1,0,0,27,65,30.0,6,0,0,2.4,1.1,0.2,0.0,0.0,0.373,0.0,0.529,0,0,0,0,0,0,0,0,0
George Zidek,1995,1997,3,0,1,0,135,453,286.0,32,14,12,3.4,2.1,0.2,0.1,0.1,0.408,0.25,0.783,0,0,0,0,0,0,0,0,0
Maurice Carter,2003,2003,1,0,0,1,10,42,11.0,4,0,0,4.2,1.1,0.4,0.0,0.0,0.314,0.364,0.8,0,0,0,0,0,0,0,0,0
Billy Donovan,1987,1987,1,0,1,0,44,105,25.0,87,16,1,2.4,0.6,2.0,0.4,0.0,0.404,0.0,0.81,0,0,0,0,0,0,0,0,0
Billy Hassett,1949,1950,2,1,0,0,91,405,35.0,184,0,0,4.5,0.4,2.0,0.0,0.0,0.279,0.0,0.656,1,0,0,0,0,0,0,0,0
Jamie Watson,1994,1998,5,0,1,0,102,323,149.0,117,65,17,3.2,1.5,1.1,0.6,0.2,0.468,0.316,0.694,0,0,0,0,0,0,0,0,0
C.J. Wilcox,2014,2016,3,0,0,1,66,132,31.0,30,15,4,2.0,0.5,0.5,0.2,0.1,0.37,0.333,0.812,0,0,0,0,0,0,0,0,0
Don Martin,1946,1948,3,1,0,0,137,410,,36,0,0,3.0,0.0,0.3,0.0,0.0,0.282,0.0,0.523,0,0,0,0,0,0,0,0,0
Jordan McRae,2015,2019,5,0,0,1,123,846,225.0,167,45,30,6.9,1.8,1.4,0.4,0.2,0.417,0.355,0.772,1,0,0,0,0,0,0,0,0
Travis Mays,1990,1992,3,0,1,0,115,1273,233.0,326,102,14,11.1,2.0,2.8,0.9,0.1,0.41,0.362,0.749,0,0,0,0,0,0,0,0,0
Stacey Arceneaux,1961,1961,1,1,0,0,7,50,32.0,4,0,0,7.1,4.6,0.6,0.0,0.0,0.393,0.0,0.462,0,0,0,0,0,0,0,0,0
Anthony Morrow,2008,2016,9,0,0,1,564,5327,1215.0,494,317,75,9.4,2.2,0.9,0.6,0.1,0.447,0.417,0.88,0,0,0,0,0,0,0,0,0
Johnny Kerr,1954,1965,12,1,0,0,905,12480,10092.0,2004,0,0,13.8,11.2,2.2,0.0,0.0,0.418,0.0,0.723,1,0,0,0,3,0,0,0,0
Nate Robinson,2005,2015,11,0,0,1,618,6807,1446.0,1826,543,42,11.0,2.3,3.0,0.9,0.1,0.423,0.36,0.796,0,0,0,0,0,0,0,0,0
Dick Gibbs,1971,1975,5,1,0,0,333,1739,624.0,260,0,0,5.2,1.9,0.8,0.0,0.0,0.402,0.0,0.799,0,0,0,0,0,0,0,0,0
Dirk Minniefield,1985,1987,3,0,1,0,222,1187,367.0,845,196,11,5.3,1.7,3.8,0.9,0.0,0.47,0.272,0.739,0,0,0,0,0,0,0,0,0
Sleepy Floyd,1982,1994,13,0,1,0,957,12260,2494.0,5175,1120,215,12.8,2.6,5.4,1.2,0.2,0.444,0.324,0.815,0,0,0,0,1,0,0,0,0
Randy Brown,1991,2002,12,0,1,0,655,3148,1173.0,1420,722,156,4.8,1.8,2.2,1.1,0.2,0.417,0.2,0.691,3,0,0,0,0,0,0,0,0
Jim McElroy,1975,1981,7,1,0,0,418,4120,820.0,1462,0,0,9.9,2.0,3.5,0.0,0.0,0.468,0.0,0.764,0,0,0,0,0,0,0,0,0
Reggie Williams,1987,1996,10,0,1,0,599,7508,2393.0,1492,802,407,12.5,4.0,2.5,1.3,0.7,0.437,0.298,0.784,0,0,0,0,0,0,0,0,0
Othella Harrington,1996,2007,12,0,1,0,709,5212,3130.0,443,185,286,7.4,4.4,0.6,0.3,0.4,0.505,0.0,0.738,0,0,0,0,0,0,0,0,0
Rich Kelley,1975,1985,11,1,0,0,814,6199,5678.0,2092,0,0,7.6,7.0,2.6,0.0,0.0,0.488,0.0,0.783,0,0,0,0,0,0,0,0,0
Demetrius Calip,1991,1991,1,0,1,0,7,11,5.0,12,1,0,1.6,0.7,1.7,0.1,0.0,0.222,0.2,0.667,0,0,0,0,0,0,0,0,0
Mark Price,1986,1997,12,0,1,0,722,10989,1848.0,4863,860,76,15.2,2.6,6.7,1.2,0.1,0.472,0.402,0.904,0,0,0,4,4,0,0,0,0
Wally Osterkorn,1951,1954,4,1,0,0,204,1436,1218.0,346,0,0,7.0,6.0,1.7,0.0,0.0,0.334,0.0,0.592,1,0,0,0,0,0,0,0,0
Bob Elliott,1978,1980,3,1,0,0,141,980,502.0,204,0,0,7.0,3.6,1.4,0.0,0.0,0.494,0.0,0.649,0,0,0,0,0,0,0,0,0
Elton Brand,1999,2015,17,0,1,0,1058,16827,9040.0,2184,940,1828,15.9,8.5,2.1,0.9,1.7,0.5,0.095,0.736,0,0,0,1,2,0,1,0,0
Tony Jackson,1980,1980,1,0,1,0,2,2,2.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.333,0.0,0.0,0,0,0,0,0,0,0,0,0
Yante Maten,2018,2018,1,0,0,1,2,2,3.0,0,1,0,1.0,1.5,0.0,0.5,0.0,0.25,0.0,0.0,0,0,0,0,0,0,0,0,0
Rickie Winslow,1987,1987,1,0,1,0,7,7,7.0,2,1,0,1.0,1.0,0.3,0.1,0.0,0.231,0.0,0.5,0,0,0,0,0,0,0,0,0
Harry Miller,1946,1946,1,1,0,0,53,152,,42,0,0,2.9,0.0,0.8,0.0,0.0,0.223,0.0,0.439,0,0,0,0,0,0,0,0,0
Lavoy Allen,2011,2016,6,0,0,1,388,1847,1843.0,384,120,214,4.8,4.8,1.0,0.3,0.6,0.471,0.133,0.682,0,0,0,0,0,0,0,0,0
Gail Goodrich,1965,1978,14,1,0,0,1031,19181,3279.0,4805,0,0,18.6,3.2,4.7,0.0,0.0,0.456,0.0,0.807,1,0,0,1,5,0,0,0,1
Michael Kearns,1954,1954,1,1,0,0,6,1,3.0,5,0,0,0.2,0.5,0.8,0.0,0.0,0.0,0.0,0.25,0,0,0,0,0,0,0,0,0
Jason Collier,2000,2004,5,0,0,1,151,841,443.0,51,36,32,5.6,2.9,0.3,0.2,0.2,0.455,0.35,0.738,0,0,0,0,0,0,0,0,0
Tyson Chandler,2001,2019,19,0,0,1,1160,9509,10467.0,967,630,1335,8.2,9.0,0.8,0.5,1.2,0.597,0.0,0.644,1,0,0,1,1,3,0,1,0
Wayne Kreklow,1980,1980,1,0,1,0,25,30,12.0,9,2,1,1.2,0.5,0.4,0.1,0.0,0.234,0.25,0.7,0,0,0,0,0,0,0,0,0
JaKarr Sampson,2014,2020,7,0,0,1,236,1233,628.0,161,91,110,5.2,2.7,0.7,0.4,0.5,0.471,0.248,0.67,0,0,0,0,0,0,0,0,0
Adrian Griffin,1999,2007,9,0,1,0,477,1919,1512.0,653,436,59,4.0,3.2,1.4,0.9,0.1,0.438,0.278,0.763,0,0,0,0,0,0,0,0,0
Frank Jackson,2018,2022,5,0,0,1,214,1816,392.0,222,84,16,8.5,1.8,1.0,0.4,0.1,0.421,0.332,0.786,0,0,0,0,0,0,0,0,0
Tim Legler,1989,1999,11,0,1,0,310,2182,481.0,402,149,41,7.0,1.6,1.3,0.5,0.1,0.447,0.431,0.84,0,0,0,0,0,0,0,0,0
Jeff Halliburton,1971,1972,2,1,0,0,92,562,145.0,116,0,0,6.1,1.6,1.3,0.0,0.0,0.44,0.0,0.814,0,0,0,0,0,0,0,0,0
MarShon Brooks,2011,2018,8,0,0,1,200,1592,424.0,282,120,42,8.0,2.1,1.4,0.6,0.2,0.447,0.345,0.751,0,0,0,0,0,0,0,0,0
Spencer Hawes,2007,2016,10,0,0,1,684,5932,3893.0,1271,264,652,8.7,5.7,1.9,0.4,1.0,0.457,0.35,0.716,0,0,0,0,0,0,0,0,0
Mark Pope,1997,2004,8,0,1,0,153,285,261.0,63,32,45,1.9,1.7,0.4,0.2,0.3,0.401,0.179,0.573,0,0,0,0,0,0,0,0,0
Stan Love,1971,1974,4,1,0,0,227,1550,905.0,172,0,0,6.8,4.0,0.8,0.0,0.0,0.44,0.0,0.751,0,0,0,0,0,0,0,0,0
Rod Foster,1983,1985,3,0,1,0,207,1562,258.0,479,137,10,7.5,1.2,2.3,0.7,0.0,0.44,0.298,0.768,0,0,0,0,0,0,0,0,0
George Johnson,1970,1973,4,1,0,0,69,190,220.0,22,0,0,2.8,3.2,0.3,0.0,0.0,0.442,0.0,0.431,0,0,0,0,0,0,0,0,0
Isaiah Taylor,2016,2017,2,0,0,1,71,448,97.0,209,35,11,6.3,1.4,2.9,0.5,0.2,0.413,0.244,0.699,0,0,0,0,0,0,0,0,0
David Wingate,1986,2000,15,0,1,0,740,4166,1420.0,1376,597,122,5.6,1.9,1.9,0.8,0.2,0.445,0.272,0.738,0,0,0,0,0,0,0,0,0
Tarik Black,2014,2017,4,0,0,1,220,1075,1031.0,110,83,116,4.9,4.7,0.5,0.4,0.5,0.55,0.143,0.582,0,0,0,0,0,0,0,0,0
Ruben Garces,2000,2000,1,0,0,1,13,16,29.0,5,3,2,1.2,2.2,0.4,0.2,0.2,0.318,0.0,0.25,0,0,0,0,0,0,0,0,0
Guy Sparrow,1957,1959,3,1,0,0,150,1167,728.0,142,0,0,7.8,4.9,0.9,0.0,0.0,0.358,0.0,0.608,0,0,0,0,0,0,0,0,0
Alexander Volkov,1989,1991,3,0,1,0,149,1019,384.0,333,102,52,6.8,2.6,2.2,0.7,0.3,0.455,0.333,0.613,0,0,0,0,0,0,0,0,0
Lee Mayberry,1992,1998,7,0,1,0,496,2546,642.0,1767,352,43,5.1,1.3,3.6,0.7,0.1,0.415,0.377,0.659,0,0,0,0,0,0,0,0,0
Dontae' Jones,1997,1997,1,0,1,0,15,44,9.0,5,2,3,2.9,0.6,0.3,0.1,0.2,0.333,0.261,0.0,0,0,0,0,0,0,0,0,0
Mike Silliman,1970,1970,1,1,0,0,36,91,62.0,23,0,0,2.5,1.7,0.6,0.0,0.0,0.456,0.0,0.487,0,0,0,0,0,0,0,0,0
Toney Douglas,2009,2016,8,0,0,1,394,3009,875.0,889,349,30,7.6,2.2,2.3,0.9,0.1,0.404,0.354,0.824,0,0,0,0,0,0,0,0,0
Leo Gottlieb,1946,1947,2,1,0,0,84,465,,36,0,0,5.5,0.0,0.4,0.0,0.0,0.288,0.0,0.645,0,0,0,0,0,0,0,0,0
Charlie Davis,1981,1989,9,0,1,0,415,2214,1008.0,309,127,74,5.3,2.4,0.7,0.3,0.2,0.451,0.17,0.737,0,0,0,0,0,0,0,0,0
Ryan Anderson,2008,2019,12,0,0,1,649,8001,3413.0,586,332,217,12.3,5.3,0.9,0.5,0.3,0.422,0.38,0.854,0,0,0,0,0,0,0,0,0
Makhtar N'diaye,1998,1998,1,0,1,0,4,5,5.0,1,0,1,1.2,1.2,0.2,0.0,0.2,0.25,0.0,0.75,0,0,0,0,0,0,0,0,0
Brandon Davies,2013,2014,2,0,0,1,78,286,192.0,58,42,15,3.7,2.5,0.7,0.5,0.2,0.411,0.227,0.644,0,0,0,0,0,0,0,0,0
Phil Jordon,1956,1962,7,1,0,0,442,4835,3028.0,769,0,0,10.9,6.9,1.7,0.0,0.0,0.398,0.0,0.69,0,0,0,0,0,0,0,0,0
Zeke Sinicola,1951,1953,3,1,0,0,12,13,2.0,3,0,0,1.1,0.2,0.2,0.0,0.0,0.25,0.0,0.375,0,0,0,0,0,0,0,0,0
Adam Keefe,1992,2000,9,0,1,0,617,3107,2556.0,427,307,173,5.0,4.1,0.7,0.5,0.3,0.502,0.071,0.714,0,0,0,0,0,0,0,0,0
George Blaney,1961,1961,1,1,0,0,36,117,36.0,45,0,0,3.2,1.0,1.2,0.0,0.0,0.38,0.0,0.529,0,0,0,0,0,0,0,0,0
Nazr Mohammed,1998,2015,18,0,1,0,1005,5827,4708.0,375,432,639,5.8,4.7,0.4,0.4,0.6,0.486,0.0,0.64,1,0,0,0,0,0,0,0,0
Chauncey Billups,1997,2013,17,0,1,0,1043,15802,2992.0,5636,1051,168,15.2,2.9,5.4,1.0,0.2,0.415,0.387,0.894,1,1,0,3,5,2,0,0,1
Walter Sharpe,2008,2008,1,0,0,1,8,8,3.0,0,0,2,1.0,0.4,0.0,0.0,0.2,0.364,0.0,0.0,0,0,0,0,0,0,0,0,0
Chuck Osborne,1961,1961,1,1,0,0,4,5,9.0,1,0,0,1.2,2.2,0.2,0.0,0.0,0.125,0.0,0.75,0,0,0,0,0,0,0,0,0
Jabari Brown,2014,2014,1,0,0,1,19,227,36.0,40,12,2,11.9,1.9,2.1,0.6,0.1,0.412,0.371,0.753,0,0,0,0,0,0,0,0,0
Jarvis Varnado,2012,2013,2,0,0,1,37,107,72.0,16,11,31,2.9,1.9,0.4,0.3,0.8,0.582,0.0,0.518,0,0,0,0,0,0,0,0,0
Mel Gibson,1963,1963,1,1,0,0,9,13,4.0,6,0,0,1.4,0.4,0.7,0.0,0.0,0.3,0.0,0.5,0,0,0,0,0,0,0,0,0
Claude Gregory,1985,1987,3,0,1,0,25,136,97.0,16,10,13,5.4,3.9,0.6,0.4,0.5,0.456,0.0,0.333,0,0,0,0,0,0,0,0,0
Miles Simon,1998,1998,1,0,1,0,5,2,2.0,0,1,0,0.4,0.4,0.0,0.2,0.0,0.2,0.0,0.0,0,0,0,0,0,0,0,0,0
Jawann Oldham,1980,1990,11,0,1,0,329,1455,1353.0,162,97,546,4.4,4.1,0.5,0.3,1.7,0.479,0.0,0.607,0,0,0,0,0,0,0,0,0
Scottie Pippen,1987,2003,17,0,1,0,1178,18940,7494.0,6135,2307,947,16.1,6.4,5.2,2.0,0.8,0.473,0.326,0.704,6,0,0,7,7,10,0,0,1
Joe Courtney,1992,1996,5,0,1,0,96,264,140.0,27,20,23,2.8,1.5,0.3,0.2,0.2,0.433,0.667,0.633,0,0,0,0,0,0,0,0,0
Steve Lingenfelter,1982,1983,2,0,1,0,10,10,16.0,5,1,3,1.0,1.6,0.5,0.1,0.3,0.714,0.0,0.0,0,0,0,0,0,0,0,0,0
Nemanja Bjelica,2015,2021,7,0,0,1,449,3412,2051.0,825,288,184,7.6,4.6,1.8,0.6,0.4,0.466,0.384,0.759,1,0,0,0,0,0,0,0,0
Bob Gross,1975,1982,8,1,0,0,513,4567,2253.0,1481,0,0,8.9,4.4,2.9,0.0,0.0,0.512,0.0,0.798,1,0,0,0,0,1,0,0,0
Emanuel Terry,2018,2021,4,0,0,1,6,10,22.0,4,4,0,1.7,3.7,0.7,0.7,0.0,0.333,0.0,0.5,0,0,0,0,0,0,0,0,0
Daniel Oturu,2020,2021,2,0,0,1,33,63,53.0,10,4,9,1.9,1.6,0.3,0.1,0.3,0.431,0.167,0.706,0,0,0,0,0,0,0,0,0
Geert Hammink,1993,1995,3,0,1,0,8,14,7.0,2,0,0,1.8,0.9,0.2,0.0,0.0,0.4,0.0,0.667,0,0,0,0,0,0,0,0,0
Howie McCarty,1946,1946,1,1,0,0,19,21,,2,0,0,1.1,0.0,0.1,0.0,0.0,0.122,0.0,0.1,0,0,0,0,0,0,0,0,0
